tcpport;dpid
48056;['00000000000000b9', '19:35:23.443159000']
48054;['00000000000000ab', '19:35:23.439570000']
48052;['00000000000000aa', '19:35:23.408493000']
48050;['00000000000000ba', '19:35:23.400909000']
48058;['00000000000000c8', '19:35:28.606655000']
47848;['000000000000005e', '19:35:12.320708000']
47840;['000000000000005d', '19:35:12.317069000']
47842;['000000000000004f', '19:35:12.317727000']
47844;['000000000000004b', '19:35:12.319532000']
47846;['000000000000004a', '19:35:12.320195000']
47934;['0000000000000084', '19:35:16.430886000']
47936;['0000000000000085', '19:35:16.435580000']
47930;['000000000000008f', '19:35:16.419416000']
47932;['0000000000000080', '19:35:16.426291000']
47938;['000000000000007f', '19:35:16.437024000']
47838;['0000000000000052', '19:35:12.316574000']
47834;['0000000000000053', '19:35:12.313603000']
47836;['0000000000000059', '19:35:12.314101000']
47830;['000000000000005f', '19:35:12.307502000']
47832;['0000000000000051', '19:35:12.308796000']
48378;['000000000000009a', '19:35:45.640727000']
47718;['000000000000000c', '19:35:08.391385000']
47714;['0000000000000014', '19:35:08.390321000']
48372;['0000000000000051', '19:35:45.639854000']
47716;['0000000000000010', '19:35:08.390862000']
48370;['00000000000000a1', '19:35:45.639616000']
47710;['000000000000000d', '19:35:08.389331000']
48376;['0000000000000092', '19:35:45.640460000']
47712;['000000000000000f', '19:35:08.389832000']
48374;['0000000000000097', '19:35:45.640173000']
47726;['0000000000000030', '19:35:09.421603000']
47788;['0000000000000033', '19:35:10.687475000']
47782;['000000000000003e', '19:35:10.684469000']
47780;['0000000000000045', '19:35:10.682387000']
47786;['0000000000000036', '19:35:10.686226000']
47784;['0000000000000034', '19:35:10.685506000']
47728;['000000000000002f', '19:35:09.422099000']
48272;['00000000000000bc', '19:35:44.045243000']
48270;['0000000000000086', '19:35:44.044949000']
48276;['0000000000000088', '19:35:44.046344000']
48274;['00000000000000b3', '19:35:44.045964000']
48278;['00000000000000c5', '19:35:44.046570000']
48152;['00000000000000e7', '19:35:42.066543000']
48018;['00000000000000b4', '19:35:23.308339000']
48150;['00000000000000da', '19:35:42.025827000']
48156;['00000000000000b6', '19:35:44.027906000']
48154;['000000000000006e', '19:35:44.027696000']
48012;['00000000000000b8', '19:35:23.301285000']
48010;['00000000000000b6', '19:35:23.299583000']
48158;['00000000000000b8', '19:35:44.028172000']
48016;['00000000000000a9', '19:35:23.302975000']
48014;['00000000000000bb', '19:35:23.302228000']
48080;['00000000000000c2', '19:35:28.666912000']
48082;['00000000000000d2', '19:35:28.669731000']
48084;['00000000000000c5', '19:35:28.698953000']
48086;['00000000000000d7', '19:35:28.711224000']
48088;['00000000000000d3', '19:35:28.713765000']
47978;['0000000000000091', '19:35:19.270296000']
47870;['0000000000000070', '19:35:13.989560000']
47872;['000000000000006f', '19:35:13.993049000']
47874;['000000000000006d', '19:35:13.999315000']
47876;['0000000000000074', '19:35:14.000241000']
47970;['0000000000000092', '19:35:19.260666000']
47878;['0000000000000061', '19:35:14.005633000']
47972;['000000000000009a', '19:35:19.261840000']
47974;['0000000000000094', '19:35:19.265930000']
47976;['0000000000000096', '19:35:19.267734000']
47996;['000000000000009c', '19:35:19.306420000']
47994;['00000000000000a7', '19:35:19.300553000']
47992;['000000000000009b', '19:35:19.297688000']
47990;['000000000000009f', '19:35:19.294538000']
47998;['00000000000000a4', '19:35:19.309080000']
47908;['000000000000006b', '19:35:14.037811000']
47904;['000000000000006c', '19:35:14.034359000']
47906;['0000000000000075', '19:35:14.036521000']
47900;['0000000000000065', '19:35:14.026708000']
47902;['0000000000000066', '19:35:14.031342000']
47724;['000000000000001a', '19:35:09.421111000']
48208;['00000000000000ad', '19:35:44.035263000']
47720;['0000000000000011', '19:35:08.391885000']
47722;['0000000000000026', '19:35:09.420414000']
48202;['00000000000000b2', '19:35:44.034594000']
48200;['000000000000007b', '19:35:44.033899000']
48206;['000000000000008a', '19:35:44.035061000']
48204;['00000000000000b7', '19:35:44.034870000']
47750;['0000000000000019', '19:35:09.430969000']
47752;['000000000000001e', '19:35:09.431624000']
47754;['0000000000000028', '19:35:09.432121000']
47756;['0000000000000027', '19:35:09.435698000']
48338;['000000000000006c', '19:35:44.055100000']
47758;['000000000000001d', '19:35:09.436861000']
48336;['000000000000007c', '19:35:44.054853000']
48334;['00000000000000cc', '19:35:44.054572000']
48332;['000000000000007e', '19:35:44.054343000']
48330;['0000000000000066', '19:35:44.054096000']
