2018-10-06 18:25:07,388;TSHARK-ryu;61;0000000000000010-2<-->000000000000000f-00000003
2018-10-06 18:25:07,388;TSHARK-ryu;62;0000000000000063-3<-->0000000000000064-00000002
2018-10-06 18:25:07,388;TSHARK-ryu;63;0000000000000063-2<-->0000000000000062-00000003
2018-10-06 18:25:07,388;TSHARK-ryu;64;0000000000000051-2<-->0000000000000050-00000003
2018-10-06 18:25:07,388;TSHARK-ryu;65;0000000000000051-3<-->0000000000000052-00000002
2018-10-06 18:25:07,389;TSHARK-ryu;66;0000000000000025-2<-->0000000000000024-00000003
2018-10-06 18:25:07,389;TSHARK-ryu;67;0000000000000015-3<-->0000000000000016-00000002
2018-10-06 18:25:07,389;TSHARK-ryu;68;0000000000000015-2<-->0000000000000014-00000003
2018-10-06 18:25:07,389;TSHARK-ryu;69;000000000000000e-3<-->000000000000000f-00000002
2018-10-06 18:25:07,389;TSHARK-ryu;70;000000000000000e-2<-->000000000000000d-00000003
2018-10-06 18:25:07,390;TSHARK-ryu;71;000000000000000a-3<-->000000000000000b-00000002
2018-10-06 18:25:07,390;TSHARK-ryu;72;000000000000001f-2<-->000000000000001e-00000003
2018-10-06 18:25:07,390;TSHARK-ryu;73;000000000000001f-3<-->0000000000000020-00000002
2018-10-06 18:25:07,390;TSHARK-ryu;74;000000000000000d-2<-->000000000000000c-00000003
2018-10-06 18:25:07,390;TSHARK-ryu;75;0000000000000037-3<-->0000000000000038-00000002
2018-10-06 18:25:07,391;TSHARK-ryu;76;0000000000000022-2<-->0000000000000021-00000003
2018-10-06 18:25:07,391;TSHARK-ryu;77;0000000000000059-3<-->000000000000005a-00000002
2018-10-06 18:25:07,391;TSHARK-ryu;78;000000000000000c-2<-->000000000000000b-00000003
2018-10-06 18:25:07,391;TSHARK-ryu;79;000000000000005d-2<-->000000000000005c-00000003
2018-10-06 18:25:07,391;TSHARK-ryu;80;0000000000000032-2<-->0000000000000031-00000003
2018-10-06 18:25:07,392;TSHARK-ryu;81;000000000000004f-3<-->0000000000000050-00000002
2018-10-06 18:25:07,392;TSHARK-ryu;82;000000000000004a-3<-->000000000000004b-00000002
2018-10-06 18:25:07,392;TSHARK-ryu;83;000000000000004a-2<-->0000000000000049-00000003
2018-10-06 18:25:07,392;TSHARK-ryu;84;000000000000004b-3<-->000000000000004c-00000002
2018-10-06 18:25:07,392;TSHARK-ryu;85;0000000000000039-2<-->0000000000000038-00000003
2018-10-06 18:25:07,392;TSHARK-ryu;86;0000000000000040-3<-->0000000000000041-00000002
2018-10-06 18:25:07,393;TSHARK-ryu;87;0000000000000040-2<-->000000000000003f-00000003
